subject_key,subject_name,concept,semantic_type,strategy_type,source_gate_file,generic_anchor_ratio,must_generic_count,alias_generic_count,anchor_count,negative_count,nearby_overlap_score,nearby_subject_keys,stock_pool_size,recent_heat_score,false_positive_risk,priority_score,must_generic_terms,alias_generic_terms,generic_terms,no_anchor_candidates
9057205,哪吒汽车重组,哪吒汽车重组,公司事件,event_driven,subject_gates/9057205_gate.json,0.3333,1,0,2,0,0.3333,"[""9062416"", ""9036888""]",19,0.0,0.4258,38.02,"[""合作""]",[],"[""合作""]","[""合作"", ""供应商"", ""参股""]"
9047021,保税仓,保税仓,产业链/供应链,industry_chain,subject_gates/9047021_gate.json,0.5,1,0,1,0,0.0,[],13,0.0,0.4425,37.94,"[""跨境电商物流仓储""]",[],"[""跨境电商物流仓储""]","[""跨境电商物流仓储""]"
9060250,日本九大核心企业,日本九大核心企业,产业链/供应链,industry_chain,subject_gates/9060250_gate.json,0.1429,1,0,6,0,0.25,"[""9033890"", ""9011398""]",85,0.0,0.2372,37.76,"[""半导体制造""]",[],"[""半导体制造""]","[""半导体制造""]"
9058703,Remy APP,Remy APP,公司事件,event_driven,subject_gates/9058703_gate.json,0.5,1,0,1,0,0.0,[],9,0.0,0.4425,37.24,"[""技术参股""]",[],"[""技术参股""]","[""技术参股"", ""参股""]"
9013944,半导体,半导体,产业链/供应链,industry_chain,subject_gates/9013944_gate.json,0.1429,1,0,6,0,0.1111,"[""9057299""]",141,0.0,0.2163,36.55,"[""半导体制造（晶圆制造）""]",[],"[""半导体制造（晶圆制造）""]","[""半导体制造（晶圆制造）"", ""设备""]"
9062416,中石化重组,中石化重组,公司事件,event_driven,subject_gates/9062416_gate.json,0.3333,1,0,2,0,0.3333,"[""9057205"", ""9036888""]",10,0.0,0.4258,36.45,"[""中国石油化工集团有限公司""]",[],"[""中国石油化工集团有限公司""]","[""中国石油化工集团有限公司"", ""中国航空油料集团有限公司""]"
9011768,中字头,中字头,政策驱动型投资主题,policy_driven,subject_gates/9011768_gate.json,0.1667,1,0,5,0,0.0,[],134,0.0,0.2092,36.13,"[""中央企业控股上市公司""]",[],"[""中央企业控股上市公司""]","[""中央企业控股上市公司"", ""金融"", ""交通物流"", ""新国企""]"
9024980,设备更新,设备更新,政策驱动型产业升级,policy_driven,subject_gates/9024980_gate.json,0.1667,1,0,5,0,0.0,[],103,0.0,0.2092,36.13,"[""制造业新型技术改造城市试点""]",[],"[""制造业新型技术改造城市试点""]","[""制造业新型技术改造城市试点"", ""物流""]"
9025720,低空经济,低空经济,产业链/供应链,industry_chain,subject_gates/9025720_gate.json,0.1429,1,0,6,0,0.0,[],87,0.0,0.1997,35.58,"[""低空飞行器制造""]",[],"[""低空飞行器制造""]","[""低空飞行器制造""]"
9047274,跨境贸易三大支柱,跨境贸易三大支柱,产业链/供应链,industry_chain,subject_gates/9047274_gate.json,0.25,1,0,3,4,0.25,"[""9047066"", ""9021093""]",79,0.0,0.2,35.43,"[""跨境物流""]",[],"[""跨境物流""]","[""跨境物流""]"
9058261,新凯来示波器,新凯来示波器,产业链/供应链,industry_chain,subject_gates/9058261_gate.json,0.3333,1,0,2,0,0.2,"[""9043683""]",10,0.0,0.4058,35.29,"[""产品""]",[],"[""产品""]","[""产品"", ""参股""]"
9021645,荣耀IPO,荣耀IPO,公司事件,event_driven,subject_gates/9021645_gate.json,0.3333,1,0,2,0,0.0,[],19,0.0,0.3758,35.12,"[""荣耀终端有限公司""]",[],"[""荣耀终端有限公司""]","[""荣耀终端有限公司"", ""深圳市智信新信息技术有限公司"", ""国信资本有限责任公司"", ""京东方科技集团股份有限公司""]"
9010473,包装,包装,产业链/供应链,industry_chain,subject_gates/9010473_gate.json,0.1667,1,0,5,0,0.0,[],72,0.0,0.2092,34.73,"[""包装制造""]",[],"[""包装制造""]","[""包装制造""]"
9057299,英特尔,英特尔,产业链/供应链,industry_chain,subject_gates/9057299_gate.json,0.3333,2,0,4,2,0.1111,"[""9034134"", ""9013944""]",50,0.0,0.275,34.7,"[""上游供货商"", ""下游客户""]",[],"[""上游供货商"", ""下游客户""]","[""上游供货商"", ""下游客户"", ""参股/曾参股"", ""合作""]"
9062846,台积电,台积电,公司事件,industry_chain,subject_gates/9062846_gate.json,0.3333,1,0,2,0,0.0,[],15,0.0,0.3758,34.42,"[""专业集成电路制造服务""]",[],"[""专业集成电路制造服务""]","[""专业集成电路制造服务"", ""合作""]"
9045339,脑机接口,脑机接口,产业链/供应链,industry_chain,subject_gates/9045339_gate.json,0.25,1,0,3,0,0.1429,"[""9060591"", ""9062213"", ""9041906""]",52,0.0,0.2639,34.41,"[""上游电极/芯片""]",[],"[""上游电极/芯片""]","[""上游电极/芯片"", ""下游应用""]"
9048934,九天无人机航母,九天无人机航母,公司事件,event_driven,subject_gates/9048934_gate.json,0.3333,1,0,2,0,0.0,[],14,0.0,0.3758,34.25,"[""陕西无人装备科技有限责任公司""]",[],"[""陕西无人装备科技有限责任公司""]","[""陕西无人装备科技有限责任公司"", ""无人机制造""]"
9015778,存储芯片,存储芯片,产业链/供应链,industry_chain,subject_gates/9015778_gate.json,0.1818,2,0,9,8,0.0,[],73,0.0,0.1977,34.24,"[""DRAM制造"", ""NAND Flash制造""]",[],"[""DRAM制造"", ""NAND Flash制造""]","[""DRAM制造"", ""NAND Flash制造""]"
9011436,阿里巴巴股权相关,阿里巴巴股权相关,公司商业生态与投资布局,industry_chain,subject_gates/9011436_gate.json,0.2857,2,0,5,0,0.1,"[""9020414""]",27,0.0,0.3343,34.11,"[""金融"", ""物流""]",[],"[""金融"", ""物流""]","[""金融"", ""物流"", ""物流行业"", ""快递物流""]"
9058918,稻米造血,稻米造血,公司事件,event_driven,subject_gates/9058918_gate.json,0.3333,1,0,2,0,0.0,[],12,0.0,0.3758,33.9,"[""合作""]",[],"[""合作""]","[""合作"", ""产品""]"
9033056,化债,化债,政策驱动债务化解,policy_driven,subject_gates/9033056_gate.json,0.1667,1,0,5,0,0.1429,"[""9022312"", ""9013718""]",60,0.0,0.2306,33.87,"[""城投公司""]",[],"[""城投公司""]","[""城投公司""]"
9022363,上海自贸区,上海自贸区,政策法规,policy_driven,subject_gates/9022363_gate.json,0.1667,1,0,5,0,0.0,[],67,0.0,0.2092,33.86,"[""金融""]",[],"[""金融""]","[""金融"", ""物流""]"
9046625,SHEIN/希音IPO,SHEIN/希音IPO,公司事件,industry_chain,subject_gates/9046625_gate.json,0.4286,3,0,4,8,0.0,[],17,0.0,0.3589,33.79,"[""包装及物流"", ""上游合作"", ""供应链""]",[],"[""包装及物流"", ""上游合作"", ""供应链""]","[""包装及物流"", ""上游合作"", ""供应链"", ""参股"", ""渠道合作"", ""物流体系"", ""国际B2C快时尚电子商务公司""]"
54,天然气,天然气,产业链/供应链,industry_chain,subject_gates/54_gate.json,0.3333,2,0,4,1,0.1,"[""9058770""]",45,0.0,0.2733,33.73,"[""上游勘探开发"", ""下游城镇燃气""]",[],"[""上游勘探开发"", ""下游城镇燃气""]","[""上游勘探开发"", ""下游城镇燃气""]"
9044453,蚂蚁阿福,蚂蚁阿福,公司事件,event_driven,subject_gates/9044453_gate.json,0.3333,1,0,2,0,0.0,[],10,0.0,0.3758,33.55,"[""阿里参股""]",[],"[""阿里参股""]","[""阿里参股"", ""合作""]"
9044138,绿电,绿电,产业链/供应链,industry_chain,subject_gates/9044138_gate.json,0.2,2,0,8,3,0.1538,"[""9013416"", ""140"", ""9064956""]",57,0.0,0.2281,33.2,"[""发电设备制造"", ""电力生产运营""]",[],"[""发电设备制造"", ""电力生产运营""]","[""发电设备制造"", ""电力生产运营""]"
9013055,物流,物流,产业融合与政策驱动,policy_driven,subject_gates/9013055_gate.json,0.2,0,1,4,0,0.1,"[""9030124""]",57,0.0,0.2125,32.3,[],"[""物流""]","[""物流""]","[""物流"", ""跨境物流"", ""智能物流设备""]"
9049096,重组胶原蛋白,重组胶原蛋白,产业链/供应链,industry_chain,subject_gates/9049096_gate.json,0.3333,1,0,2,6,0.3333,"[""9026444"", ""9048752""]",11,0.0,0.3458,31.98,"[""产品""]",[],"[""产品""]","[""产品""]"
9012065,军工,军工,产业链/供应链,industry_chain,subject_gates/9012065_gate.json,0.1429,1,0,6,8,0.1111,"[""9064086""]",123,0.0,0.1363,31.91,"[""生产""]",[],"[""生产""]","[""生产"", ""军事物流""]"
9048311,磁悬浮压缩机,磁悬浮压缩机,产业链/供应链,industry_chain,subject_gates/9048311_gate.json,0.3333,1,0,2,1,0.2,"[""9016274"", ""9058626"", ""9037499""]",17,0.0,0.3258,31.87,"[""产品""]",[],"[""产品""]","[""产品""]"
9014198,汽车零部件,汽车零部件,产业链/供应链,industry_chain,subject_gates/9014198_gate.json,0.1429,1,0,6,8,0.0833,"[""9040246"", ""9014206""]",130,0.0,0.1322,31.67,"[""一级供应商（Tier1）""]",[],"[""一级供应商（Tier1）""]","[""一级供应商（Tier1）"", ""二级供应商（Tier2）"", ""三级供应商（Tier3）""]"
9012396,新疆自贸区,新疆自贸区,政策驱动型经济发展战略,policy_driven,subject_gates/9012396_gate.json,0.1667,1,0,5,0,0.1667,"[""9053522"", ""9035600"", ""9057642"", ""9027140"", ""9027624""]",43,0.0,0.2342,31.11,"[""新质生产力""]",[],"[""新质生产力""]","[""新质生产力"", ""生物制造""]"
9054580,ChatGPT 5,ChatGPT 5,技术合作与能力整合,industry_chain,subject_gates/9054580_gate.json,0.25,1,0,3,0,0.2,"[""9060646""]",26,0.0333,0.2725,30.96,"[""合作开发""]",[],"[""合作开发""]","[""合作开发""]"
9034920,东方头,东方头,行业分类体系,industry_chain,subject_gates/9034920_gate.json,0.25,1,0,3,0,0.1667,"[""1""]",31,0.0,0.2675,30.94,"[""金融""]",[],"[""金融""]","[""金融""]"
9023919,环保,环保,可持续发展模式,industry_chain,subject_gates/9023919_gate.json,0.1429,1,0,6,8,0.0,[],137,0.0,0.1197,30.94,"[""清洁生产""]",[],"[""清洁生产""]","[""清洁生产""]"
9027969,雅江水电站,雅江水电站,重大基础设施项目,industry_chain,subject_gates/9027969_gate.json,0.1429,1,0,6,5,0.0,[],100,0.0,0.1197,30.94,"[""机械设备制造""]",[],"[""机械设备制造""]","[""机械设备制造""]"
9032010,大型央企,大型央企,国有企业集团,industry_chain,subject_gates/9032010_gate.json,0.1429,1,0,6,5,0.0,[],217,0.0,0.1197,30.94,"[""中国物流集团""]",[],"[""中国物流集团""]","[""中国物流集团"", ""新质生产力""]"
9042007,农业新质生产力,农业新质生产力,技术应用与产业链,industry_chain,subject_gates/9042007_gate.json,0.3333,1,1,4,8,0.1,"[""9022763""]",37,0.0,0.2483,30.88,"[""种子生产""]","[""农业新质生产力""]","[""农业新质生产力"", ""种子生产""]","[""种子生产"", ""农业新质生产力""]"
9028694,高温,高温,气候异常事件,event_driven,subject_gates/9028694_gate.json,0.2,1,0,4,0,0.0,[],45,0.0,0.2225,30.78,"[""长江中下游地区""]",[],"[""长江中下游地区""]","[""长江中下游地区""]"
9010286,体育,体育,产业链/供应链,industry_chain,subject_gates/9010286_gate.json,0.2857,2,0,5,4,0.0,[],38,0.0,0.2393,30.53,"[""上游赛事资源"", ""下游衍生产业""]",[],"[""上游赛事资源"", ""下游衍生产业""]","[""上游赛事资源"", ""下游衍生产业""]"
9019807,卫星互联网,卫星互联网,产业链/供应链,industry_chain,subject_gates/9019807_gate.json,0.1,1,0,18,5,0.0455,"[""9064166"", ""9060949""]",158,0.0,0.1093,30.34,"[""卫星制造""]",[],"[""卫星制造"", ""卫星大规模批量生产""]","[""卫星制造"", ""部组件制造中心"", ""产业链整合""]"
9058519,湖北三资改革,湖北三资改革,行业分类体系,industry_chain,subject_gates/9058519_gate.json,0.25,1,0,3,0,0.1667,"[""9035559"", ""9027342""]",27,0.0,0.2675,30.24,"[""金融""]",[],"[""金融""]","[""金融""]"
9043287,智元机器人,智元机器人,公司事件,event_driven,subject_gates/9043287_gate.json,0.25,1,0,3,0,0.0,[],33,0.0,0.2425,29.84,"[""上海智元新创技术有限公司""]",[],"[""上海智元新创技术有限公司""]","[""上海智元新创技术有限公司"", ""参股"", ""合作""]"
9059230,美国缺电,美国缺电,能源基础设施,industry_chain,subject_gates/9059230_gate.json,0.2,1,0,4,6,0.1429,"[""9053538"", ""9012785"", ""9064386"", ""9058119""]",58,0.0,0.1639,29.66,"[""电力生产""]",[],"[""电力生产""]","[""电力生产"", ""科技公司""]"
9043698,深海经济,深海经济,技术突破与产业链,industry_chain,subject_gates/9043698_gate.json,0.0833,1,0,11,3,0.0,[],83,0.0,0.0958,29.56,"[""装备制造""]",[],"[""装备制造""]","[""装备制造""]"
9059322,中国台资背景,中国台资背景,政策法规,policy_driven,subject_gates/9059322_gate.json,0.25,1,0,3,0,0.0,[],30,0.0,0.2425,29.31,"[""中国台资公司""]",[],"[""中国台资公司""]","[""中国台资公司"", ""两岸经济文化交流合作"", ""深化合作""]"
9039269,快手,快手,互联网平台/短视频社区,event_driven,subject_gates/9039269_gate.json,0.25,1,0,3,0,0.0,[],29,0.0,0.2425,29.14,"[""北京快手科技有限公司""]",[],"[""北京快手科技有限公司""]","[""北京快手科技有限公司""]"
9052240,铜,铜,有色金属产业链,industry_chain,subject_gates/9052240_gate.json,0.3333,2,0,4,8,0.1111,"[""9010270""]",17,0.0,0.275,28.93,"[""上游矿山采选"", ""下游压延加工""]",[],"[""上游矿山采选"", ""下游压延加工""]","[""上游矿山采选"", ""下游压延加工""]"
9025527,超聚变IPO,超聚变IPO,公司事件,event_driven,subject_gates/9025527_gate.json,0.25,1,0,3,0,0.1429,"[""9059201""]",20,0.0,0.2639,28.81,"[""河南国资与豫信电科合作""]",[],"[""河南国资与豫信电科合作""]","[""河南国资与豫信电科合作"", ""合作"", ""参股""]"
9014720,水利工程,水利工程,产业链/供应链,industry_chain,subject_gates/9014720_gate.json,0.1667,1,0,5,3,0.1429,"[""9017397""]",57,0.0,0.1506,28.71,"[""设备""]",[],"[""设备""]","[""设备""]"
9062454,AI产业链五大核心,AI产业链五大核心,技术突破与产业链,industry_chain,subject_gates/9062454_gate.json,0.2,0,1,4,0,0.1667,"[""9041842"", ""9056319"", ""9062517"", ""9062339"", ""9055826"", ""9039979"", ""9011277"", ""9055378"", ""9040800"", ""9040419""]",32,0.0,0.2225,28.5,[],"[""AI产业链五大核心""]","[""AI产业链五大核心""]","[""AI产业链五大核心""]"
9048752,麦角硫因,麦角硫因,产业链/供应链,industry_chain,subject_gates/9048752_gate.json,0.2,1,0,4,0,0.2,"[""9049096"", ""9026444"", ""9030013"", ""9020631"", ""9028541"", ""9028133""]",21,0.0,0.2525,28.32,"[""产品""]",[],"[""产品""]","[""产品""]"
9034811,宁德产业链,宁德产业链,公司战略与业务拓展,industry_chain,subject_gates/9034811_gate.json,0.2857,1,1,5,4,0.0,[],33,0.0,0.2143,28.2,"[""绿色能源供应商""]","[""宁德产业链""]","[""宁德产业链"", ""绿色能源供应商""]","[""绿色能源供应商"", ""宁德产业链""]"
9044844,国产光刻新凯来,国产光刻新凯来,技术突破与产业链自主化,industry_chain,subject_gates/9044844_gate.json,0.25,1,0,3,4,0.0,[],47,0.0,0.1625,27.65,"[""新凯来（深圳新凯来技术有限公司）""]",[],"[""新凯来（深圳新凯来技术有限公司）""]","[""新凯来（深圳新凯来技术有限公司）"", ""实现先进制程芯片的自主制造""]"
9050618,汽车零部件DSO,汽车零部件DSO,供应链金融优化,policy_driven,subject_gates/9050618_gate.json,0.2,1,0,4,0,0.0,[],27,0.0,0.2225,27.63,"[""汽车零部件供应商""]",[],"[""汽车零部件供应商""]","[""汽车零部件供应商""]"
9018618,工业大麻,工业大麻,产业链/供应链,industry_chain,subject_gates/9018618_gate.json,0.3333,2,0,4,8,0.0,[],15,0.0,0.2583,27.61,"[""上游种植"", ""下游应用""]",[],"[""上游种植"", ""下游应用""]","[""上游种植"", ""下游应用""]"
9022312,AMC不良资产处理,AMC不良资产处理,政策法规,policy_driven,subject_gates/9022312_gate.json,0.25,1,0,3,0,0.1429,"[""9033056"", ""9025348"", ""9013718""]",13,0.0,0.2639,27.58,"[""国有资本投资运营公司""]",[],"[""国有资本投资运营公司""]","[""国有资本投资运营公司"", ""国有资本投资公司"", ""国有资本运营公司""]"
9047772,影石相机,影石相机,公司股权事件,event_driven,subject_gates/9047772_gate.json,0.25,1,0,3,0,0.1111,"[""9035874""]",11,0.0333,0.2592,27.56,"[""公司""]",[],"[""公司""]","[""公司"", ""供应商""]"
9054404,A股全球第一,A股全球第一,国家经济关键资产集合,industry_chain,subject_gates/9054404_gate.json,0.2,1,0,4,0,0.1429,"[""9034544""]",19,0.0,0.2439,27.47,"[""金融""]",[],"[""金融""]","[""金融""]"
9044048,美的机器人,美的机器人,公司战略投资事件,event_driven,subject_gates/9044048_gate.json,0.25,1,0,3,0,0.0,[],19,0.0,0.2425,27.39,"[""美的参股库卡""]",[],"[""美的参股库卡""]","[""美的参股库卡"", ""美的参股""]"
9042824,原子级制造,原子级制造,技术突破,industry_chain,subject_gates/9042824_gate.json,0.1667,1,1,5,0,0.0,[],17,0.0,0.2467,27.28,"[""原子级制造""]","[""原子级制造""]","[""原子级制造""]","[""原子级制造"", ""制造1纳米以下芯片""]"
9056783,甲骨文,甲骨文,商业合作关系,industry_chain,subject_gates/9056783_gate.json,0.2,1,0,4,0,0.2,"[""9062142"", ""9036191""]",14,0.0,0.2525,27.09,"[""合作伙伴""]",[],"[""合作伙伴""]","[""合作伙伴"", ""超大规模合作伙伴""]"
9027624,中俄贸易,中俄贸易,国际政策与基建合作,policy_driven,subject_gates/9027624_gate.json,0.1667,1,0,5,0,0.1667,"[""9053522"", ""9035600"", ""9027140"", ""9059391"", ""9012396"", ""9011782""]",20,0.0,0.2342,27.08,"[""物流""]",[],"[""物流""]","[""物流"", ""俄罗斯制造""]"
